ATF	1.0
30	57    
"Type=GenePix Export 3"
"DateTime=2020/07/24 16:49:01"
"Settings=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\Genepix settings\2020-07-24-10288622-D0-1.gps"
"GalFile="
"PixelSize=10"
"Wavelengths=532	635"
"ImageFiles=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 1	D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1	1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (532/635)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=530, 2800"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4400 [140135]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=580	600"
"ScanPower=100	100"
"LaserPower=1.85	1.42"
"Filters=Standard Green	Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"F532 CV"	"B532"	"B532 Median"	"B532 Mean"	"B532 SD"	"B532 CV"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	3	2	18	""	""	17190	7750	170	832	1225	1299	106	52	52	56	23	41	87	85	0	866	1430	1950	136	67	67	73	35	47	87	84	0	254696	297456	50.826	38.771	0.976	0.861	0.890	0.967	2.348	0.687	0.642	-0.035	780	799	1173	1363	1579	2536	208	1120	100	947
0	0	0	3	3	18	""	""	17460	7750	180	899	1158	1186	102	56	56	59	23	38	76	72	0	820	1002	982	98	66	66	70	29	41	77	71	0	296417	256485	47.783	32.138	1.118	1.177	1.088	0.994	2.335	1.233	0.753	0.161	843	754	1102	936	1597	2038	256	1272	100	948
0	0	0	3	4	18	""	""	17740	7750	180	5267	6929	5660	81	60	60	64	24	37	98	95	0	936	1474	2338	158	65	65	71	36	50	93	91	0	1773839	377415	286.042	38.972	5.978	4.875	5.498	5.347	2.956	5.261	0.302	2.580	5207	871	6869	1409	6078	8278	256	1276	100	949
0	0	0	3	5	18	""	""	18010	7750	180	5093	7870	7760	98	60	60	67	38	56	95	93	0	828	1716	5466	318	68	68	89	96	107	88	85	0	2014682	439228	205.342	16.948	6.622	4.739	6.780	6.423	3.212	2.635	0.296	2.727	5033	760	7810	1648	5793	9458	256	1282	100	950
0	0	0	3	6	18	""	""	18280	7760	180	7058	8076	6262	77	53	53	63	44	69	92	89	0	796	1454	4106	282	78	78	97	95	97	82	79	0	2067353	372110	182.114	14.284	9.756	5.831	10.040	7.580	3.045	4.659	0.149	3.286	7005	718	8023	1376	7723	9399	256	1206	100	951
0	0	0	3	7	18	""	""	18540	7730	180	97	230	443	192	51	51	55	21	38	60	51	0	128	176	142	80	87	87	94	65	69	43	27	0	58983	45109	8.333	1.262	1.122	2.011	1.048	1.002	3.674	4.389	0.330	0.166	46	41	179	89	87	268	256	1079	100	952
0	0	0	3	8	18	""	""	18830	7720	180	147	452	1053	232	56	56	59	21	35	67	59	0	171	349	612	175	105	105	111	67	60	49	39	0	115605	89384	18.714	3.552	1.379	1.623	0.902	1.058	4.218	4.561	0.062	0.463	91	66	396	244	157	640	256	1062	100	953
0	0	0	3	9	18	""	""	19090	7740	180	157	969	2877	296	62	62	80	419	523	20	13	0	228	319	303	94	136	136	144	66	45	53	41	0	247940	81614	2.122	2.652	1.033	4.956	0.805	1.003	4.440	18.305	0.213	0.046	95	92	907	183	187	1090	256	1035	100	954
0	0	0	3	10	18	""	""	19350	7740	180	3805	5847	6248	106	61	61	89	534	600	80	79	0	721	1029	1459	141	114	114	126	85	67	81	77	0	1496872	263347	10.783	10.624	6.168	6.323	5.868	5.834	2.811	8.834	0.315	2.625	3744	607	5786	915	4351	6701	256	1136	100	955
0	0	0	3	11	18	""	""	19610	7740	170	3531	5205	6033	115	60	60	140	803	573	82	80	0	650	1520	5632	370	76	76	96	115	119	82	78	0	1082639	316194	6.308	12.383	6.047	3.563	5.082	5.219	3.429	3.035	0.148	2.596	3471	574	5145	1444	4045	6589	208	1144	100	956
0	0	0	3	12	18	""	""	19900	7740	180	3805	5840	5546	94	61	61	139	786	565	80	77	0	698	1200	4270	355	68	68	92	176	191	80	73	0	1494958	307154	7.253	6.295	5.943	5.105	6.873	6.112	2.692	3.231	0.145	2.571	3744	630	5779	1132	4374	6911	256	1254	100	957
0	0	0	3	13	18	""	""	20160	7740	170	3596	3685	2698	73	57	57	65	71	109	84	82	0	980	1112	1111	99	68	68	92	188	204	83	81	0	766514	231296	50.986	5.426	3.880	3.475	3.858	2.957	2.760	3.682	0.607	1.956	3539	912	3628	1044	4451	4672	208	1159	100	958
0	0	0	3	14	18	""	""	20440	7730	170	4921	4839	3320	68	54	54	85	577	678	80	79	0	1006	1100	859	78	70	70	173	1944	1123	10	2	0	1006481	228798	8.239	0.477	5.200	4.646	5.399	3.871	2.717	4.620	0.687	2.378	4867	936	4785	1030	5803	5815	208	1178	100	959
0	0	0	3	15	18	""	""	20710	7740	180	6473	6395	4989	78	55	55	67	117	174	80	78	0	1238	1315	1346	102	62	62	120	615	512	74	47	0	1637065	336514	54.085	1.943	5.457	5.060	5.602	3.858	3.029	5.796	0.411	2.448	6418	1176	6340	1253	7594	7593	256	1463	100	960
0	0	0	3	1	19	""	""	16940	8010	170	402	574	536	93	56	56	91	237	260	60	42	0	224	388	1764	454	57	57	71	70	98	70	59	0	119485	80767	2.038	4.529	2.072	1.565	2.292	2.039	2.631	0.116	0.025	1.051	346	167	518	331	513	849	208	1276	100	961
0	0	0	3	2	19	""	""	17220	8010	170	357	597	548	91	59	59	106	286	269	51	37	0	211	242	233	96	62	62	76	65	85	75	57	0	124120	50240	1.717	2.554	2.000	2.989	2.775	2.237	2.571	4.233	0.498	1.000	298	149	538	180	447	718	208	1199	100	962
0	0	0	3	3	19	""	""	17490	8010	170	428	707	686	97	60	60	107	279	260	60	38	0	270	399	463	116	66	66	80	72	90	75	66	0	147118	83022	2.151	4.431	1.804	1.943	2.163	1.644	2.827	2.628	0.411	0.851	368	204	647	333	572	980	208	1126	100	963
0	0	0	3	4	19	""	""	17760	8020	180	572	1121	1656	147	62	62	77	156	202	60	57	0	420	990	2225	224	71	71	78	48	61	73	68	0	286980	253490	6.692	19.000	1.461	1.152	1.303	1.106	3.056	0.689	0.342	0.547	510	349	1059	919	859	1978	256	1225	100	964
0	0	0	3	5	19	""	""	18030	8010	170	502	897	1211	135	60	60	65	32	49	88	86	0	520	886	1049	118	79	79	92	80	86	87	77	0	186642	184223	26.000	9.925	1.002	1.037	1.023	1.014	2.786	1.437	0.303	0.003	442	441	837	807	883	1644	208	1119	100	965
0	0	0	3	6	19	""	""	18300	8010	170	362	629	770	122	53	53	60	34	56	87	85	0	357	569	562	98	86	86	98	78	79	84	71	0	130770	118350	16.735	6.038	1.140	1.193	1.230	1.087	2.593	1.863	0.410	0.189	309	271	576	483	580	1059	208	1082	100	966
0	0	0	3	7	19	""	""	18570	8010	180	249	248	200	80	54	54	63	65	103	64	61	0	263	342	274	80	95	95	109	113	103	59	39	0	63591	87628	2.846	2.062	1.161	0.785	0.896	0.846	2.455	0.639	0.732	0.215	195	168	194	247	363	441	256	1299	100	967
0	0	0	3	8	19	""	""	18840	8020	180	266	281	199	70	62	62	68	37	54	73	71	0	295	419	347	82	119	119	127	71	55	71	57	0	71868	107218	5.757	4.113	1.159	0.730	0.874	0.875	2.515	0.569	0.651	0.213	204	176	219	300	380	519	256	1299	100	968
0	0	0	3	9	19	""	""	19110	8010	180	244	279	229	82	69	69	77	58	75	64	60	0	316	471	467	99	146	146	162	106	65	56	44	0	71399	120607	3.483	2.915	1.029	0.646	0.781	0.778	2.804	0.443	0.611	0.042	175	170	210	325	345	535	256	1155	100	969
0	0	0	3	10	19	""	""	19350	8010	180	1410	1480	1087	73	68	68	75	53	70	81	80	0	1341	1645	1847	112	132	132	148	110	74	79	77	0	378839	421168	26.509	13.609	1.110	0.933	0.971	0.956	2.578	0.637	0.491	0.151	1342	1209	1412	1513	2551	2925	256	1104	100	970
0	0	0	3	11	19	""	""	19620	8010	180	832	972	855	87	60	60	109	685	628	55	21	0	959	1154	1104	95	90	90	102	89	87	82	79	0	248815	295488	1.260	11.820	0.888	0.857	0.811	0.838	2.245	0.776	0.591	-0.171	772	869	912	1064	1641	1976	256	1248	100	971
0	0	0	3	12	19	""	""	19890	8010	180	940	1092	966	88	55	55	59	25	42	86	82	0	1159	1289	1254	97	72	72	83	145	174	79	77	0	279505	329956	41.320	8.317	0.814	0.852	0.791	0.830	2.515	0.802	0.477	-0.297	885	1087	1037	1217	1972	2254	256	1242	100	972
0	0	0	3	13	19	""	""	20170	8030	180	369	921	1347	146	57	57	65	69	106	81	77	0	507	793	879	110	66	66	105	306	291	65	36	0	235871	203135	12.406	2.248	0.707	1.188	0.803	0.844	2.627	1.575	0.529	-0.499	312	441	864	727	753	1591	256	1317	100	973
0	0	0	3	14	19	""	""	20440	8030	180	362	886	1189	134	55	55	81	528	651	31	21	0	446	969	1548	159	64	64	169	1796	1062	10	5	0	226774	248004	1.525	0.445	0.804	0.918	0.870	0.814	2.375	0.755	0.826	-0.315	307	382	831	905	689	1736	256	1390	100	974
0	0	0	3	15	19	""	""	20720	8030	170	395	1907	6509	341	56	56	70	113	161	89	68	0	524	2514	9056	360	58	58	113	473	418	50	25	1	396716	522972	16.257	5.076	0.727	0.754	0.766	0.790	2.343	0.711	0.888	-0.459	339	466	1851	2456	805	4307	208	1311	100	975
0	0	0	3	1	20	""	""	16930	8280	180	419	883	1309	148	51	51	81	218	269	67	43	0	770	1617	2406	148	58	58	76	126	165	78	77	0	226085	413941	3.679	12.230	0.517	0.534	0.536	0.501	2.573	0.686	0.683	-0.952	368	712	832	1559	1080	2391	256	1519	100	976
0	0	0	3	2	20	""	""	17210	8280	180	432	1640	5209	317	56	56	90	250	277	64	40	0	666	2293	7601	331	65	65	81	118	145	85	80	0	419952	586901	6.200	18.746	0.626	0.711	0.667	0.655	2.277	0.706	0.763	-0.677	376	601	1584	2228	977	3812	256	1316	100	977
0	0	0	3	3	20	""	""	17480	8280	180	438	1051	1467	139	59	59	97	256	263	67	38	0	749	1332	1450	108	68	68	80	68	85	91	87	0	269028	341074	3.727	18.412	0.557	0.785	0.568	0.570	2.449	1.088	0.524	-0.845	379	681	992	1264	1060	2256	256	1321	100	978
0	0	0	3	4	20	""	""	17750	8280	180	15030	13252	6775	51	62	62	294	2470	840	84	81	0	1018	1420	1240	87	71	71	265	2608	984	14	1	0	3392405	363560	5.246	0.443	15.806	9.778	10.973	9.243	3.066	4.249	0.268	3.982	14968	947	13190	1349	15915	14539	256	1218	100	979
0	0	0	3	5	20	""	""	18020	8280	180	17590	14471	7488	51	58	58	62	25	40	96	93	0	1632	1793	1754	97	72	72	80	39	48	91	89	0	3704570	458942	576.360	43.923	11.238	8.375	9.542	7.634	2.461	8.248	0.571	3.490	17532	1560	14413	1721	19092	16134	256	1221	100	980
0	0	0	3	6	20	""	""	18280	8270	180	18330	14365	8977	62	56	56	60	24	40	89	86	0	1685	2547	5620	220	78	78	87	45	51	86	82	0	3677388	651923	596.042	54.667	11.372	5.795	7.873	5.805	3.663	4.567	0.252	3.507	18274	1607	14309	2469	19881	16778	256	1250	100	981
0	0	0	3	7	20	""	""	18550	8300	180	619	3061	7444	243	60	60	68	67	98	78	75	0	598	693	597	86	81	81	95	108	113	73	70	0	783655	177338	44.672	5.537	1.081	4.904	1.416	1.743	3.215	15.212	0.384	0.113	559	517	3001	612	1076	3613	256	1211	100	982
0	0	0	3	8	20	""	""	18820	8310	180	621	1937	4247	219	65	65	69	26	37	85	78	0	679	982	1106	112	92	92	101	49	48	80	75	0	495775	251343	71.846	17.980	0.947	2.103	1.007	1.126	3.040	6.648	0.267	-0.078	556	587	1872	890	1143	2762	256	1168	100	983
0	0	0	3	9	20	""	""	19080	8310	180	487	1953	5056	258	74	74	123	698	567	38	21	0	566	976	1195	122	118	118	137	134	97	67	59	0	499976	249950	2.622	6.261	0.922	2.190	0.962	1.089	3.453	14.579	0.205	-0.117	413	448	1879	858	861	2737	256	1203	100	984
0	0	0	3	10	20	""	""	19350	8270	180	1173	2892	4089	141	73	73	120	691	575	53	48	0	222	284	228	80	115	115	131	120	91	45	25	0	740414	72666	4.012	1.275	10.280	16.680	11.536	6.488	6.310	24.886	0.419	3.362	1100	107	2819	169	1207	2988	256	1227	100	985
0	0	0	3	11	20	""	""	19630	8290	180	2159	3775	5044	133	67	67	70	27	38	96	93	0	273	786	3960	503	82	82	91	58	63	83	71	0	966375	201306	137.222	11.983	10.953	5.267	12.467	10.051	3.625	1.925	0.340	3.453	2092	191	3708	704	2283	4412	256	1277	100	986
0	0	0	3	12	20	""	""	19910	8290	180	2250	4138	5331	128	72	72	77	32	41	89	82	0	275	612	2225	363	68	68	78	59	75	71	61	0	1059256	156563	126.906	9.051	10.522	7.474	9.115	6.667	4.789	6.128	0.168	3.395	2178	207	4066	544	2385	4610	256	1329	100	987
0	0	0	3	13	20	""	""	20180	8270	130	41808	34805	22031	63	78	78	84	36	42	99	97	1	1855	2559	2595	101	57	57	71	150	211	79	76	0	4176628	307125	964.472	16.587	23.209	13.880	17.979	14.109	3.012	14.373	0.598	4.537	41730	1798	34727	2502	43528	37229	120	822	100	988
0	0	0	3	14	20	""	""	20440	8280	130	32812	30391	19673	64	79	79	83	36	43	99	96	0	1782	2321	2173	93	50	50	65	129	198	83	81	0	3646912	278531	841.889	17.488	18.899	13.347	17.430	12.081	2.882	14.550	0.585	4.240	32733	1732	30312	2271	34465	32583	120	852	100	989
0	0	0	3	15	20	""	""	20710	8270	140	8417	17297	18494	106	79	79	86	57	66	79	71	0	1175	1516	1987	131	51	51	69	134	194	61	56	0	2698318	236494	301.947	10.799	7.418	11.753	12.275	8.869	3.602	11.491	0.716	2.891	8338	1124	17218	1465	9462	18683	156	994	100	990
0	0	0	3	1	21	""	""	16950	8590	180	301	891	1952	219	52	52	57	51	89	89	79	0	537	1271	2423	190	64	64	80	156	195	83	63	0	228135	325368	16.353	7.635	0.526	0.695	0.625	0.580	2.322	0.694	0.405	-0.926	249	473	839	1207	722	2046	256	1398	100	991
0	0	0	3	2	21	""	""	17220	8580	180	303	1131	1909	168	55	55	59	51	86	88	77	0	647	1184	1269	107	67	67	83	160	192	82	64	0	289646	303231	21.020	6.881	0.428	0.963	0.617	0.639	2.687	1.445	0.574	-1.226	248	580	1076	1117	828	2193	256	1265	100	992
0	0	0	3	3	21	""	""	17490	8580	170	360	1020	1776	174	55	55	59	28	47	95	92	0	586	1237	2079	168	69	69	80	122	152	94	75	0	212230	257302	34.321	9.484	0.590	0.826	0.643	0.583	2.339	0.885	0.523	-0.761	305	517	965	1168	822	2133	208	1165	100	993
0	0	0	3	4	21	""	""	17760	8570	180	1416	3707	6320	170	55	55	278	2432	874	33	21	0	987	2238	5195	232	72	72	269	2571	955	19	8	0	949023	573010	1.410	0.766	1.487	1.686	1.175	1.442	3.281	1.160	0.585	0.573	1361	915	3652	2166	2276	5818	256	1257	100	994
0	0	0	3	5	21	""	""	18030	8560	180	697	2147	6463	301	54	54	58	60	103	79	76	0	731	2659	9127	343	72	72	117	825	705	41	16	0	549737	680819	34.817	3.081	0.976	0.809	0.951	1.048	2.585	0.673	0.651	-0.035	643	659	2093	2587	1302	4680	256	1188	100	995
0	0	0	3	6	21	""	""	18290	8570	180	499	1468	3851	262	56	56	60	25	41	86	82	0	546	1784	7159	401	80	80	101	196	194	77	56	0	375802	456687	56.320	8.587	0.951	0.829	0.992	1.014	3.174	0.431	0.431	-0.073	443	466	1412	1704	909	3116	256	1249	100	996
0	0	0	3	7	21	""	""	18560	8540	170	28044	22273	14423	64	56	56	60	24	40	92	89	0	4557	4076	3043	74	73	73	81	51	62	88	85	0	4632870	847826	925.542	78.333	6.242	5.550	5.348	4.738	2.399	5.471	0.903	2.642	27988	4484	22217	4003	32472	26220	208	1134	100	997
0	0	0	3	8	21	""	""	18820	8550	160	21608	18309	12087	66	57	57	60	23	38	88	85	0	3482	4902	4787	97	71	71	76	40	52	81	80	0	3808288	1019691	793.435	120.650	6.318	3.778	4.856	4.122	2.509	3.710	0.677	2.659	21551	3411	18252	4831	24962	23083	208	1059	100	998
0	0	0	3	9	21	""	""	19090	8550	170	17230	16253	11249	69	67	67	105	681	648	79	77	0	2823	3816	6244	163	87	87	101	114	112	80	79	0	3380541	793643	23.712	32.588	6.273	4.341	6.254	4.454	3.643	3.994	0.363	2.649	17163	2736	16186	3729	19899	19915	208	1130	100	999
0	0	0	3	10	21	""	""	19350	8550	170	1069	928	408	43	70	70	80	175	218	85	82	0	1145	1027	492	47	91	91	99	80	80	87	84	0	193061	213698	4.846	11.600	0.948	0.917	0.927	0.920	1.836	0.879	0.901	-0.077	999	1054	858	936	2053	1794	208	1194	100	1000
0	0	0	3	11	21	""	""	19620	8550	170	1071	933	519	55	62	62	65	26	40	85	84	0	1285	1519	2082	137	66	66	79	127	160	84	82	0	194138	315948	33.385	11.339	0.828	0.599	0.773	0.676	1.838	0.309	0.571	-0.273	1009	1219	871	1453	2228	2324	208	1169	100	1001
0	0	0	3	12	21	""	""	19900	8550	160	1031	917	446	48	68	68	74	34	45	91	88	0	1360	1450	1098	75	63	63	82	134	163	88	86	0	190794	301517	24.794	10.209	0.742	0.612	0.731	0.658	1.820	0.458	0.662	-0.430	963	1297	849	1387	2260	2236	208	1168	100	1002
0	0	0	3	13	21	""	""	20200	8550	160	648	755	1429	189	82	82	87	37	42	88	87	0	617	986	1922	194	55	55	70	101	144	88	85	0	156941	205048	18.054	9.069	1.007	0.723	0.964	0.847	2.037	0.705	0.727	0.010	566	562	673	931	1128	1604	208	1225	100	1003
0	0	0	3	14	21	""	""	20470	8560	180	340	431	338	78	84	84	86	34	39	80	77	0	284	524	972	185	49	49	63	103	163	72	53	0	110390	134205	10.147	4.476	1.089	0.731	1.066	0.985	2.185	0.327	0.495	0.123	256	235	347	475	491	822	256	1303	100	1004
0	0	0	3	15	21	""	""	20730	8550	180	285	412	349	84	87	87	93	49	52	78	66	0	247	523	816	156	48	48	63	97	153	70	50	0	105422	133989	6.510	4.742	0.995	0.684	1.039	0.930	2.901	0.385	0.483	-0.007	198	199	325	475	397	800	256	1480	100	1005
0	0	0	3	1	22	""	""	16940	8820	170	217	787	1050	133	57	57	112	379	338	43	34	0	343	1703	3446	202	62	62	96	229	238	52	43	0	163753	354157	1.781	7.017	0.569	0.445	0.791	0.674	3.429	0.284	0.349	-0.812	160	281	730	1641	441	2371	208	1215	100	1006
0	0	0	3	2	22	""	""	17210	8820	170	201	867	2587	298	62	62	144	510	354	33	22	0	306	1672	3772	225	70	70	109	209	191	53	43	0	180320	347806	1.418	7.478	0.589	0.502	0.688	0.590	3.326	0.662	0.593	-0.764	139	236	805	1602	375	2407	208	1138	100	1007
0	0	0	3	3	22	""	""	17490	8830	170	290	638	845	132	60	60	115	424	368	38	24	0	277	530	789	148	69	69	96	178	185	52	41	0	132805	110196	1.233	2.438	1.106	1.254	1.259	1.153	2.394	1.809	0.392	0.145	230	208	578	461	438	1039	208	1156	100	1008
0	0	0	3	4	22	""	""	17760	8840	180	90	152	189	124	59	59	71	158	222	21	8	0	109	210	315	150	75	75	92	154	167	33	14	0	39031	53719	0.513	0.766	0.912	0.689	0.683	0.642	3.350	0.354	0.474	-0.133	31	34	93	135	65	228	256	1139	100	1009
0	0	0	3	5	22	""	""	18010	8830	180	93	117	79	67	57	57	61	24	39	57	41	0	136	224	487	217	76	76	97	216	222	14	4	0	29995	57383	2.333	0.588	0.600	0.405	0.667	0.627	3.819	0.036	0.044	-0.737	36	60	60	148	96	208	256	1132	100	1010
0	0	0	3	6	22	""	""	18280	8830	180	95	128	95	74	60	60	65	32	49	53	35	0	159	379	966	254	86	86	110	203	184	21	10	0	32773	97127	1.969	1.325	0.479	0.232	0.579	0.511	3.482	0.059	0.243	-1.061	35	73	68	293	108	361	256	1238	100	1011
0	0	0	3	7	22	""	""	18570	8840	170	651	829	706	85	56	56	62	29	46	90	87	0	985	2600	5362	206	79	79	93	81	87	93	92	0	172502	540743	26.448	30.951	0.657	0.307	0.569	0.476	2.615	0.120	0.392	-0.607	595	906	773	2521	1501	3294	208	1264	100	1012
0	0	0	3	8	22	""	""	18840	8840	180	597	717	595	82	55	55	58	23	39	83	79	0	799	1887	3701	196	76	76	82	41	50	91	87	0	183606	483161	28.652	44.024	0.750	0.366	0.629	0.521	2.775	0.143	0.402	-0.416	542	723	662	1811	1265	2473	256	1338	100	1013
0	0	0	3	9	22	""	""	19110	8840	180	568	771	770	99	59	59	63	24	38	83	79	0	841	1816	3179	175	82	82	91	84	92	88	83	0	197380	464870	29.500	20.536	0.671	0.411	0.578	0.496	2.815	0.196	0.416	-0.576	509	759	712	1734	1268	2446	256	1248	100	1014
0	0	0	3	10	22	""	""	19360	8830	180	66	92	82	89	61	61	65	54	83	16	11	0	88	108	107	99	75	75	88	148	168	4	2	0	23532	27535	0.500	0.135	0.385	0.939	0.750	0.770	5.031	0.347	0.473	-1.379	5	13	31	33	18	64	256	1270	100	1015
0	0	0	3	11	22	""	""	19630	8820	180	54	79	75	94	52	52	57	53	92	16	10	0	65	109	203	186	62	62	80	172	215	6	3	0	20271	27976	0.415	0.169	0.667	0.574	1.045	0.954	3.881	0.225	0.116	-0.585	2	3	27	47	5	74	256	1314	100	1016
0	0	0	3	12	22	""	""	19900	8830	180	57	92	213	231	48	48	53	26	49	30	15	0	79	187	573	306	59	59	79	126	159	11	7	0	23495	47768	1.500	0.857	0.450	0.344	0.789	0.721	4.964	0.205	0.356	-1.152	9	20	44	128	29	172	256	1313	100	1017
0	0	0	3	13	22	""	""	20170	8830	180	119	505	767	151	53	53	58	27	46	61	53	0	72	115	219	190	52	52	67	107	159	17	6	0	129229	29327	16.556	0.449	3.300	7.175	4.141	3.520	5.310	8.646	0.109	1.722	66	20	452	63	86	515	256	1223	100	1018
0	0	0	3	14	22	""	""	20440	8830	180	126	332	402	121	56	56	61	27	44	62	53	0	76	139	244	175	49	49	67	164	244	12	5	0	84928	35626	10.037	0.439	2.593	3.067	3.007	2.687	4.430	4.367	0.099	1.374	70	27	276	90	97	366	256	1187	100	1019
0	0	0	3	15	22	""	""	20710	8840	180	125	463	675	145	56	56	62	29	46	61	52	0	68	85	55	64	48	48	61	131	214	7	0	0	118425	21686	13.828	0.183	3.450	11.000	5.064	4.126	5.305	18.902	0.028	1.787	69	20	407	37	89	444	256	1387	100	1020
0	0	0	3	1	23	""	""	16920	9100	180	682	673	262	38	60	60	449	1755	390	1	0	0	603	625	313	50	63	63	687	3254	473	0	0	0	172255	159946	0.128	-0.019	1.152	1.091	1.144	1.127	1.733	1.458	0.615	0.204	622	540	613	562	1162	1175	256	1615	100	1021
0	0	0	3	2	23	""	""	17190	9100	180	693	660	269	40	68	68	538	1939	360	0	0	0	604	615	324	52	79	79	718	3193	444	0	0	0	169035	157380	0.063	-0.032	1.190	1.104	1.115	1.175	1.737	2.013	0.484	0.252	625	525	592	536	1150	1128	256	1433	100	1022
0	0	0	3	3	23	""	""	17460	9100	180	697	716	359	50	66	66	481	1821	378	1	0	0	609	680	506	74	73	73	679	3136	461	1	0	0	183283	174105	0.129	0.000	1.177	1.071	1.190	1.135	2.025	1.428	0.467	0.235	631	536	650	607	1167	1257	256	1437	100	1023
0	0	0	3	4	23	""	""	17740	9100	180	681	700	248	35	65	65	161	494	306	78	8	0	680	928	1063	114	78	78	230	842	366	20	6	0	179215	237450	1.091	0.829	1.023	0.747	0.976	0.900	1.931	0.368	0.525	0.033	616	602	635	850	1218	1485	256	1355	100	1024
0	0	0	3	5	23	""	""	18000	9100	180	687	715	393	54	64	64	142	376	264	85	26	0	653	1133	1609	142	82	82	213	669	314	31	13	0	183155	289961	1.524	1.375	1.091	0.619	1.022	0.930	2.274	0.303	0.585	0.126	623	571	651	1051	1194	1702	256	1330	100	1025
0	0	0	3	6	23	""	""	18270	9100	180	635	636	300	47	67	67	116	283	243	85	50	0	564	793	998	125	88	88	216	688	318	21	8	0	162894	203125	1.837	0.839	1.193	0.807	1.135	1.020	2.327	0.401	0.537	0.255	568	476	569	705	1044	1274	256	1465	100	1026
0	0	0	3	7	23	""	""	18570	9110	170	348	737	1097	148	57	57	62	25	40	89	88	0	377	602	594	98	78	78	86	57	66	91	87	0	153301	125132	27.000	9.053	0.973	1.298	0.982	1.003	2.090	2.060	0.659	-0.039	291	299	680	524	590	1204	208	1367	100	1027
0	0	0	3	8	23	""	""	18840	9110	170	375	852	1492	175	54	54	58	22	37	91	88	0	323	1030	1895	183	79	79	84	34	40	95	91	0	177165	214200	36.091	27.824	1.316	0.839	1.236	1.042	2.903	0.820	0.722	0.396	321	244	798	951	565	1749	208	1259	100	1028
0	0	0	3	9	23	""	""	19100	9120	180	394	697	847	121	54	54	58	21	36	88	83	0	333	466	482	103	73	73	80	50	62	85	79	0	178362	119315	30.429	7.720	1.308	1.636	1.372	1.352	2.335	2.077	0.503	0.387	340	260	643	393	600	1036	256	1414	100	1029
0	0	0	3	10	23	""	""	19370	9130	180	663	558	322	57	55	55	61	53	86	80	79	0	840	732	449	61	65	65	83	135	162	79	72	0	142858	187457	9.377	4.807	0.785	0.754	0.770	0.730	1.945	0.729	0.910	-0.350	608	775	503	667	1383	1170	256	1442	100	1030
0	0	0	3	11	23	""	""	19640	9130	180	665	564	316	56	55	55	61	58	95	84	80	0	784	710	477	67	69	69	89	113	126	81	76	0	144259	181851	8.672	5.496	0.853	0.794	0.810	0.832	2.063	0.719	0.844	-0.229	610	715	509	641	1325	1150	256	1440	100	1031
0	0	0	3	12	23	""	""	19900	9130	180	626	542	316	58	54	54	59	28	47	83	79	0	759	659	410	62	72	72	92	74	80	79	76	0	138748	168746	17.250	7.662	0.833	0.831	0.848	0.839	1.839	0.799	0.890	-0.264	572	687	488	587	1259	1075	256	1417	100	1032
0	0	0	3	13	23	""	""	20180	9100	200	9667	7239	4538	62	50	50	55	24	43	86	81	0	25162	20710	12818	61	60	60	79	85	107	88	85	0	2287405	6544498	299.333	242.718	0.383	0.348	0.353	0.314	2.233	0.341	0.935	-1.384	9617	25102	7189	20650	34719	27839	316	1581	100	1033
0	0	0	3	14	23	""	""	20440	9100	190	10555	8542	4106	48	49	49	53	23	43	89	88	0	25038	22087	10523	47	57	57	85	156	183	91	91	0	2186799	5654152	369.087	141.038	0.421	0.386	0.409	0.358	2.060	0.372	0.944	-1.250	10506	24981	8493	22030	35487	30523	256	1403	100	1034
